Year,Wave,Fishing Mode,Fishing Area,Species Group,Sub Group,Observed Harvest (A),PSE,Reported Harvest (B1),PSE,Released Alive (B2),PSE,Total,Angler Trips,AngPSE
2015,SEPTEMBER/OCTOBER,CHARTER BOAT,INLAND,TEMPERATE BASSES,STRIPED BASS,13492,24.2,355,94,86996,21.1,100843,20362,21
2015,SEPTEMBER/OCTOBER,CHARTER BOAT,INLAND,TEMPERATE BASSES,WHITE PERCH,0,.,1185,94,2073,94,3258,20362,21
2015,SEPTEMBER/OCTOBER,CHARTER BOAT,INLAND,TUNAS AND MACKERELS,SPANISH MACKEREL,9234,22.5,0,.,355,94,9589,20362,21
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),BLUEFISH,BLUEFISH,0,.,0,.,4058,93.3,4058,74984,93.3
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),DRUMS,ATLANTIC CROAKER,0,.,0,.,9023,93.3,9023,74984,93.3
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FLOUNDERS,SUMMER FLOUNDER,1802,93.3,0,.,94531,93.3,96333,74984,93.3
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),HERRINGS,HERRINGS,0,.,265868,93.3,1120879,93.3,1386747,74984,93.3
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),OTHER FISHES,OTHER FISHES,0,.,0,.,4058,93.3,4058,74984,93.3
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),PUFFERS,PUFFERS,0,.,0,.,45750,93.3,45750,74984,93.3
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),SEA BASSES,BLACK SEA BASS,0,.,0,.,35624,93.3,35624,74984,93.3
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FLOUNDERS,SUMMER FLOUNDER,2541,103.4,0,.,6480,103.4,9021,926,103.4
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),SEA BASSES,BLACK SEA BASS,635,103.4,0,.,926,103.4,1561,926,103.4
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,BLUEFISH,BLUEFISH,122681,54.6,10523,94.4,236915,78.5,370119,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,CARTILAGINOUS FISHES,OTHER SHARKS,0,.,0,.,29033,95.3,29033,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,CARTILAGINOUS FISHES,SKATES/RAYS,0,.,0,.,5074,66.3,5074,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,CATFISHES,FRESHWATER CATFISHES,167386,63.8,0,.,396387,58.3,563773,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,DRUMS,ATLANTIC CROAKER,15110,85.9,0,.,29591,65,44701,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,DRUMS,BLACK DRUM,1090,95.3,0,.,0,.,1090,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,DRUMS,KINGFISHES,5448,95.3,0,.,0,.,5448,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,DRUMS,SILVER PERCH,4358,95.3,0,.,0,.,4358,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,DRUMS,SPOT,33586,67.8,9364,81,248163,94.6,291113,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,DRUMS,SPOTTED SEATROUT,4358,95.3,0,.,238770,98.2,243128,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,DRUMS,WEAKFISH,4009,102,7198,101.3,335043,80,346250,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,EELS,EELS,0,.,0,.,8007,95.3,8007,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,FLOUNDERS,SUMMER FLOUNDER,0,.,0,.,37201,70,37201,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,OTHER FISHES,OTHER FISHES,10266,91.1,0,.,295196,33.3,305462,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,PUFFERS,PUFFERS,0,.,0,.,4103,69.8,4103,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,SEA BASSES,BLACK SEA BASS,0,.,0,.,47054,77.4,47054,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,SEA BASSES,EPINEPHELUS GROUPERS,0,.,0,.,13080,99.6,13080,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,SEA BASSES,MYCTEROPERCA GROUPERS,0,.,0,.,1937,102.4,1937,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,TEMPERATE BASSES,STRIPED BASS,81523,42.2,10807,89.9,1717843,35.9,1810173,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,TEMPERATE BASSES,WHITE PERCH,140554,57.3,52331,85.8,1705229,56.3,1898114,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,TOADFISHES,TOADFISHES,0,.,0,.,19355,95.3,19355,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,TUNAS AND MACKERELS,SPANISH MACKEREL,6603,102.8,0,.,0,.,6603,673090,18.8
2015,SEPTEMBER/OCTOBER,PRIVATE/RENTAL BOAT,INLAND,WRASSES,TAUTOG,0,.,0,.,142691,99.2,142691,673090,18.8
2015,NOVEMBER/DECEMBER,SHORE,OCEAN (<= 3 MI),BLUEFISH,BLUEFISH,0,.,0,.,19932,79.2,19932,12878,66
2015,NOVEMBER/DECEMBER,SHORE,OCEAN (<= 3 MI),CARTILAGINOUS FISHES,SKATES/RAYS,0,.,0,.,5695,79.2,5695,12878,66
2015,NOVEMBER/DECEMBER,SHORE,OCEAN (<= 3 MI),TEMPERATE BASSES,STRIPED BASS,0,.,0,.,2847,79.2,2847,12878,66
2015,NOVEMBER/DECEMBER,SHORE,OCEAN (<= 3 MI),WRASSES,TAUTOG,0,.,0,.,5203,108.6,5203,12878,66
2015,NOVEMBER/DECEMBER,SHORE,INLAND,CATFISHES,FRESHWATER CATFISHES,0,.,0,.,292123,81.6,292123,404291,16
2015,NOVEMBER/DECEMBER,SHORE,INLAND,OTHER FISHES,OTHER FISHES,0,.,3804,100.1,606323,58.9,610127,404291,16
2015,NOVEMBER/DECEMBER,SHORE,INLAND,TEMPERATE BASSES,STRIPED BASS,37455,80.5,0,.,375037,66.6,412492,404291,16
2015,NOVEMBER/DECEMBER,SHORE,INLAND,TEMPERATE BASSES,WHITE PERCH,0,.,0,.,258771,92.9,258771,404291,16
2015,NOVEMBER/DECEMBER,PARTY BOAT,OCEAN (> 3 MI),BLUEFISH,BLUEFISH,1443,6.9,0,.,845,6.9,2288,1285,6.9
2015,NOVEMBER/DECEMBER,PARTY BOAT,OCEAN (> 3 MI),CARTILAGINOUS FISHES,DOGFISH SHARKS,0,.,0,.,1338,6.9,1338,1285,6.9
2015,NOVEMBER/DECEMBER,PARTY BOAT,OCEAN (> 3 MI),CARTILAGINOUS FISHES,SKATES/RAYS,0,.,0,.,17,6.9,17,1285,6.9
2015,NOVEMBER/DECEMBER,PARTY BOAT,OCEAN (> 3 MI),FLOUNDERS,SUMMER FLOUNDER,65,6.9,0,.,52,6.9,117,1285,6.9
2015,NOVEMBER/DECEMBER,PARTY BOAT,OCEAN (> 3 MI),PORGIES,SCUP,319,6.9,0,.,215,6.9,534,1285,6.9
2015,NOVEMBER/DECEMBER,PARTY BOAT,OCEAN (> 3 MI),SEA BASSES,BLACK SEA BASS,15331,6.9,0,.,62250,6.9,77581,1285,6.9
2015,NOVEMBER/DECEMBER,PARTY BOAT,OCEAN (> 3 MI),WRASSES,CUNNER,106,6.9,0,.,70,6.9,176,1285,6.9
2015,NOVEMBER/DECEMBER,CHARTER BOAT,OCEAN (> 3 MI),SEA BASSES,BLACK SEA BASS,144,11.9,0,.,604,11.9,748,432,11.9
2015,NOVEMBER/DECEMBER,CHARTER BOAT,OCEAN (> 3 MI),WRASSES,TAUTOG,1438,11.9,0,.,1726,11.9,3164,432,11.9
2015,NOVEMBER/DECEMBER,CHARTER BOAT,INLAND,FLOUNDERS,OTHER FLOUNDERS,0,.,0,.,695,113.3,695,6355,38.7
2015,NOVEMBER/DECEMBER,CHARTER BOAT,INLAND,TEMPERATE BASSES,STRIPED BASS,7842,66.3,0,.,26365,79.2,34207,6355,38.7
2015,NOVEMBER/DECEMBER,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),TEMPERATE BASSES,STRIPED BASS,3512,71.6,0,.,11557,112.1,15069,33731,49.3
2015,NOVEMBER/DECEMBER,PRIVATE/RENTAL BOAT,INLAND,CATFISHES,FRESHWATER CATFISHES,1845,105.1,0,.,37894,105.1,39739,494364,17.3
2015,NOVEMBER/DECEMBER,PRIVATE/RENTAL BOAT,INLAND,DRUMS,SPOTTED SEATROUT,7152,95.8,0,.,0,.,7152,494364,17.3
2015,NOVEMBER/DECEMBER,PRIVATE/RENTAL BOAT,INLAND,OTHER FISHES,OTHER FISHES,0,.,0,.,226176,45.9,226176,494364,17.3
2015,NOVEMBER/DECEMBER,PRIVATE/RENTAL BOAT,INLAND,TEMPERATE BASSES,STRIPED BASS,144182,44.3,0,.,3048332,33.6,3192514,494364,17.3
2015,NOVEMBER/DECEMBER,PRIVATE/RENTAL BOAT,INLAND,TEMPERATE BASSES,WHITE PERCH,129668,24.3,0,.,97823,24.4,227491,494364,17.3
2015,NOVEMBER/DECEMBER,PRIVATE/RENTAL BOAT,INLAND,WRASSES,TAUTOG,0,.,0,.,34604,100.8,34604,494364,17.3
2016,MARCH/APRIL,SHORE,INLAND,CARTILAGINOUS FISHES,DOGFISH SHARKS,1323,101.1,0,.,0,.,1323,528861,18.8
2016,MARCH/APRIL,SHORE,INLAND,CARTILAGINOUS FISHES,SKATES/RAYS,0,.,0,.,1323,101.1,1323,528861,18.8
2016,MARCH/APRIL,SHORE,INLAND,CATFISHES,FRESHWATER CATFISHES,4952,43.6,0,.,123716,39.6,128668,528861,18.8
2016,MARCH/APRIL,SHORE,INLAND,HERRINGS,HERRINGS,0,.,0,.,71819,22.4,71819,528861,18.8
2016,MARCH/APRIL,SHORE,INLAND,OTHER FISHES,OTHER FISHES,0,.,0,.,272549,33.8,272549,528861,18.8
2016,MARCH/APRIL,SHORE,INLAND,TEMPERATE BASSES,STRIPED BASS,0,.,0,.,65439,61.1,65439,528861,18.8
2016,MARCH/APRIL,SHORE,INLAND,TEMPERATE BASSES,WHITE PERCH,206926,64.8,4486,94.8,212529,40.5,423941,528861,18.8
2016,MARCH/APRIL,PARTY BOAT,OCEAN (> 3 MI),CARTILAGINOUS FISHES,SKATES/RAYS,0,.,0,.,2,74.8,2,104,0
2016,MARCH/APRIL,PARTY BOAT,OCEAN (> 3 MI),SEA BASSES,BLACK SEA BASS,0,.,0,.,30,41.3,30,104,0
2016,MARCH/APRIL,PARTY BOAT,OCEAN (> 3 MI),WRASSES,CUNNER,0,.,0,.,1,25.3,1,104,0
2016,MARCH/APRIL,PARTY BOAT,OCEAN (> 3 MI),WRASSES,TAUTOG,177,6,0,.,309,10.1,486,104,0
2016,MARCH/APRIL,PARTY BOAT,INLAND,TEMPERATE BASSES,STRIPED BASS,36,.,0,.,0,.,36,72,0
2016,MARCH/APRIL,CHARTER BOAT,INLAND,TEMPERATE BASSES,STRIPED BASS,9413,36.6,1871,86.3,1391,41.1,12675,11753,32.1
2016,MARCH/APRIL,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),CARTILAGINOUS FISHES,DOGFISH SHARKS,0,.,0,.,261,104.7,261,783,104.7
2016,MARCH/APRIL,PRIVATE/RENTAL BOAT,INLAND,CATFISHES,FRESHWATER CATFISHES,3145,101.1,0,.,38040,86.5,41185,579243,25.2
2016,MARCH/APRIL,PRIVATE/RENTAL BOAT,INLAND,HERRINGS,HERRINGS,0,.,0,.,3584,85.7,3584,579243,25.2
2016,MARCH/APRIL,PRIVATE/RENTAL BOAT,INLAND,OTHER FISHES,OTHER FISHES,0,.,0,.,711934,46.8,711934,579243,25.2
2016,MARCH/APRIL,PRIVATE/RENTAL BOAT,INLAND,TEMPERATE BASSES,STRIPED BASS,153806,45,1024,109.3,300645,61.7,455475,579243,25.2
2016,MARCH/APRIL,PRIVATE/RENTAL BOAT,INLAND,TEMPERATE BASSES,WHITE PERCH,44035,101.1,113234,101.1,308762,78.5,466031,579243,25.2
2016,MAY/JUNE,SHORE,INLAND,CARTILAGINOUS FISHES,SKATES/RAYS,0,.,2135,101.8,4018,72.3,6153,1107713,16.1
2016,MAY/JUNE,SHORE,INLAND,CATFISHES,FRESHWATER CATFISHES,15224,71.6,19847,72,140268,44.8,175339,1107713,16.1
2016,MAY/JUNE,SHORE,INLAND,DRUMS,ATLANTIC CROAKER,1749,103.5,0,.,69315,97,71064,1107713,16.1
2016,MAY/JUNE,SHORE,INLAND,EELS,EELS,0,.,2782,104.3,2787,101.6,5569,1107713,16.1
2016,MAY/JUNE,SHORE,INLAND,HERRINGS,HERRINGS,0,.,0,.,125228,78.7,125228,1107713,16.1
2016,MAY/JUNE,SHORE,INLAND,OTHER FISHES,OTHER FISHES,0,.,10572,72,186108,27.4,196680,1107713,16.1
2016,MAY/JUNE,SHORE,INLAND,PUFFERS,PUFFERS,0,.,0,.,1228,101.9,1228,1107713,16.1
2016,MAY/JUNE,SHORE,INLAND,TEMPERATE BASSES,STRIPED BASS,0,.,31123,93.3,831707,47.6,862830,1107713,16.1
2016,MAY/JUNE,SHORE,INLAND,TEMPERATE BASSES,WHITE PERCH,200256,56.9,811628,83.3,3068535,54,4080419,1107713,16.1
2016,MAY/JUNE,SHORE,INLAND,TOADFISHES,TOADFISHES,0,.,0,.,6935,101.1,6935,1107713,16.1
2016,MAY/JUNE,SHORE,INLAND,WRASSES,TAUTOG,0,.,0,.,163320,86.1,163320,1107713,16.1
2016,MAY/JUNE,PARTY BOAT,OCEAN (> 3 MI),BLUEFISH,BLUEFISH,17,97.5,0,.,17,97.5,34,1659,0
2016,MAY/JUNE,PARTY BOAT,OCEAN (> 3 MI),CARTILAGINOUS FISHES,DOGFISH SHARKS,56,94.4,0,.,40,98.4,96,1659,0
2016,MAY/JUNE,PARTY BOAT,OCEAN (> 3 MI),CODS AND HAKES,ATLANTIC COD,0,.,17,97.5,0,.,17,1659,0
2016,MAY/JUNE,PARTY BOAT,OCEAN (> 3 MI),CODS AND HAKES,POLLOCK,0,.,0,.,6,108.3,6,1659,0
2016,MAY/JUNE,PARTY BOAT,OCEAN (> 3 MI),FLOUNDERS,SUMMER FLOUNDER,0,.,0,.,51,83.4,51,1659,0
2016,MAY/JUNE,PARTY BOAT,OCEAN (> 3 MI),PORGIES,PINFISHES,0,.,0,.,6,108.3,6,1659,0
2016,MAY/JUNE,PARTY BOAT,OCEAN (> 3 MI),SEA BASSES,BLACK SEA BASS,4605,35.6,1218,80.1,15031,32.2,20854,1659,0
2016,MAY/JUNE,PARTY BOAT,OCEAN (> 3 MI),SEAROBINS,SEAROBINS,0,.,0,.,256,50,256,1659,0
2016,MAY/JUNE,PARTY BOAT,OCEAN (> 3 MI),WRASSES,CUNNER,34,97.5,67,97.5,47,51.7,148,1659,0
2016,MAY/JUNE,PARTY BOAT,OCEAN (> 3 MI),WRASSES,TAUTOG,645,76.5,0,.,1132,77.1,1777,1659,0
2016,MAY/JUNE,PARTY BOAT,INLAND,BLUEFISH,BLUEFISH,33,73.6,0,.,0,.,33,1255,40.4
2016,MAY/JUNE,PARTY BOAT,INLAND,CARTILAGINOUS FISHES,SKATES/RAYS,0,.,8,104.1,13,84.7,21,1255,40.4
2016,MAY/JUNE,PARTY BOAT,INLAND,DRUMS,ATLANTIC CROAKER,1494,90.4,51,104.1,434,75.7,1979,1255,40.4
2016,MAY/JUNE,PARTY BOAT,INLAND,DRUMS,KINGFISHES,48,102.1,0,.,0,.,48,1255,40.4
2016,MAY/JUNE,PARTY BOAT,INLAND,DRUMS,SPOT,48,102.1,0,.,0,.,48,1255,40.4
2016,MAY/JUNE,PARTY BOAT,INLAND,FLOUNDERS,SUMMER FLOUNDER,143,56.2,0,.,369,59.5,512,1255,40.4
2016,MAY/JUNE,PARTY BOAT,INLAND,TEMPERATE BASSES,STRIPED BASS,0,.,0,.,142,113.7,142,1255,40.4
2016,MAY/JUNE,PARTY BOAT,INLAND,TEMPERATE BASSES,WHITE PERCH,875,93.6,51,104.1,167,96,1093,1255,40.4
2016,MAY/JUNE,PARTY BOAT,INLAND,TOADFISHES,TOADFISHES,0,.,0,.,85,77.8,85,1255,40.4
2016,MAY/JUNE,CHARTER BOAT,INLAND,BLUEFISH,BLUEFISH,111,101.4,0,.,157,107.6,268,29457,28.3
2016,MAY/JUNE,CHARTER BOAT,INLAND,CARTILAGINOUS FISHES,SKATES/RAYS,0,.,0,.,3684,101.4,3684,29457,28.3
2016,MAY/JUNE,CHARTER BOAT,INLAND,DRUMS,ATLANTIC CROAKER,2349,81.8,789,101.4,3506,76.7,6644,29457,28.3
2016,MAY/JUNE,CHARTER BOAT,INLAND,DRUMS,BLACK DRUM,95,86.7,0,.,0,.,95,29457,28.3
2016,MAY/JUNE,CHARTER BOAT,INLAND,DRUMS,KINGFISHES,778,101.4,0,.,5000,101.4,5778,29457,28.3
2016,MAY/JUNE,CHARTER BOAT,INLAND,DRUMS,SPOT,0,.,0,.,789,101.4,789,29457,28.3
2016,MAY/JUNE,CHARTER BOAT,INLAND,DRUMS,SPOTTED SEATROUT,0,.,0,.,263,101.4,263,29457,28.3
2016,MAY/JUNE,CHARTER BOAT,INLAND,FLOUNDERS,SUMMER FLOUNDER,157,107.6,0,.,157,107.6,314,29457,28.3
2016,MAY/JUNE,CHARTER BOAT,INLAND,TEMPERATE BASSES,STRIPED BASS,56502,30.8,8859,49.3,68889,29.3,134250,29457,28.3
2016,MAY/JUNE,CHARTER BOAT,INLAND,TEMPERATE BASSES,WHITE PERCH,1277,52.2,1182,101,0,.,2459,29457,28.3
2016,MAY/JUNE,CHARTER BOAT,INLAND,TOADFISHES,TOADFISHES,0,.,0,.,1026,83.7,1026,29457,28.3
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),CARTILAGINOUS FISHES,OTHER SHARKS,0,.,0,.,10759,69.6,10759,47170,44
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),CODS AND HAKES,RED HAKE,0,.,0,.,1726,69.6,1726,47170,44
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),DOLPHINS,DOLPHINS,11177,50.3,0,.,0,.,11177,47170,44
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FLOUNDERS,SUMMER FLOUNDER,0,.,0,.,5177,69.6,5177,47170,44
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),OTHER FISHES,OTHER FISHES,46106,58.8,0,.,0,.,46106,47170,44
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),SEA BASSES,BLACK SEA BASS,33834,50.1,0,.,123228,48.9,157062,47170,44
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),SEAROBINS,SEAROBINS,0,.,0,.,34300,69.6,34300,47170,44
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,0,.,1365,105.1,4096,105.1,5461,47170,44
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,BLUEFISH,BLUEFISH,10864,67.6,0,.,0,.,10864,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,CARTILAGINOUS FISHES,SKATES/RAYS,0,.,64954,84.1,10409,63.7,75363,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,CATFISHES,FRESHWATER CATFISHES,150374,51.2,7755,97.9,1257161,75.6,1415290,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,DRUMS,ATLANTIC CROAKER,119765,89.8,15214,101.9,68598,62.9,203577,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,DRUMS,RED DRUM,0,.,0,.,1726,97.3,1726,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,DRUMS,SPOT,0,.,0,.,5681,102.6,5681,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,EELS,EELS,0,.,0,.,34056,84.1,34056,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,FLOUNDERS,SUMMER FLOUNDER,7595,70.2,0,.,178748,77.1,186343,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,HERRINGS,HERRINGS,0,.,0,.,335057,93.6,335057,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,OTHER FISHES,OTHER FISHES,0,.,1925,101.4,637509,26.4,639434,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,SEA BASSES,BLACK SEA BASS,0,.,0,.,10142,85.1,10142,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,SEAROBINS,SEAROBINS,0,.,0,.,17463,101.9,17463,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,TEMPERATE BASSES,STRIPED BASS,274317,42,107737,54.8,2995454,43.4,3377508,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,TEMPERATE BASSES,WHITE PERCH,1915021,78.4,66224,81.9,3181942,74.7,5163187,993877,16.8
2016,MAY/JUNE,PRIVATE/RENTAL BOAT,INLAND,TOADFISHES,TOADFISHES,0,.,0,.,6149,74,6149,993877,16.8
2016,JULY/AUGUST,SHORE,OCEAN (<= 3 MI),BLUEFISH,BLUEFISH,0,.,0,.,5029,97.7,5029,113606,97.7
2016,JULY/AUGUST,SHORE,OCEAN (<= 3 MI),CARTILAGINOUS FISHES,DOGFISH SHARKS,0,.,0,.,5029,97.7,5029,113606,97.7
2016,JULY/AUGUST,SHORE,OCEAN (<= 3 MI),CARTILAGINOUS FISHES,OTHER SHARKS,0,.,0,.,11391,97.7,11391,113606,97.7
2016,JULY/AUGUST,SHORE,OCEAN (<= 3 MI),CARTILAGINOUS FISHES,SKATES/RAYS,0,.,0,.,96154,97.7,96154,113606,97.7
2016,JULY/AUGUST,SHORE,OCEAN (<= 3 MI),DRUMS,KINGFISHES,0,.,0,.,16420,97.7,16420,113606,97.7
2016,JULY/AUGUST,SHORE,OCEAN (<= 3 MI),TEMPERATE BASSES,STRIPED BASS,0,.,0,.,11391,97.7,11391,113606,97.7
2016,JULY/AUGUST,SHORE,INLAND,BLUEFISH,BLUEFISH,2917,101.3,0,.,60872,92.7,63789,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,CARTILAGINOUS FISHES,SKATES/RAYS,11551,100.8,0,.,10717,100.3,22268,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,CATFISHES,FRESHWATER CATFISHES,110671,60,35051,87.4,283215,68.9,428937,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,DRUMS,ATLANTIC CROAKER,191651,69.6,0,.,151959,35,343610,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,DRUMS,KINGFISHES,0,.,0,.,9805,98.2,9805,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,DRUMS,SPOT,110789,35.8,0,.,202917,50.3,313706,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,DRUMS,WEAKFISH,0,.,0,.,9805,98.2,9805,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,EELS,EELS,0,.,0,.,30592,88.9,30592,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,FLOUNDERS,SUMMER FLOUNDER,0,.,0,.,920572,67.8,920572,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,HERRINGS,HERRINGS,499645,100.8,6780,103.9,6995,33.5,513420,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,OTHER FISHES,OTHER FISHES,97754,65.4,407358,87.1,354970,44.1,860082,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,PUFFERS,PUFFERS,0,.,0,.,290823,69.9,290823,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,SEA BASSES,BLACK SEA BASS,0,.,0,.,266012,84.8,266012,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,SEAROBINS,SEAROBINS,0,.,0,.,6078,98.2,6078,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,TEMPERATE BASSES,STRIPED BASS,73801,97.4,8597,103.3,446798,49,529196,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,TEMPERATE BASSES,WHITE PERCH,319948,45.7,46735,102.8,865719,35.7,1232402,2042292,21.4
2016,JULY/AUGUST,SHORE,INLAND,TOADFISHES,TOADFISHES,0,.,0,.,86459,28.3,86459,2042292,21.4
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),CARTILAGINOUS FISHES,SKATES/RAYS,0,.,0,.,47,65.4,47,4042,0
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),CODS AND HAKES,OTHER CODS/HAKES,224,66.7,0,.,83,98,307,4042,0
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),CODS AND HAKES,RED HAKE,218,44,0,.,0,.,218,4042,0
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),DOLPHINS,DOLPHINS,99,39.4,0,.,0,.,99,4042,0
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),EELS,EELS,0,.,0,.,103,76.9,103,4042,0
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),FLOUNDERS,OTHER FLOUNDERS,0,.,0,.,42,98,42,4042,0
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),FLOUNDERS,SOUTHERN FLOUNDER,66,98,0,.,0,.,66,4042,0
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),FLOUNDERS,SUMMER FLOUNDER,417,73.9,6,107.5,855,74.3,1278,4042,0
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),SEA BASSES,BLACK SEA BASS,5928,42.3,0,.,26419,25.5,32347,4042,0
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),SEAROBINS,SEAROBINS,0,.,0,.,800,59.8,800,4042,0
2016,JULY/AUGUST,PARTY BOAT,OCEAN (> 3 MI),TUNAS AND MACKERELS,ATLANTIC MACKEREL,11,105,0,.,0,.,11,4042,0
